,TP53,TNFSF10,IL1R1,PRKAR2B,FAS,ENDOG,CSF2RB,AIFM1,BIRC3,PIK3R1
X582,1.83871620766748,2.23442187724757,2.49614163366886,2.27837333977227,2.25761596934232,2.05959718851314,2.03275734590145,2.25019435452971,2.04843579311618,2.1622270229701
X2227,2.08260528177219,2.30072436290906,2.39824884664741,2.17369775716794,2.27857617163355,2.08773455935383,1.85147858315672,2.38283331800898,2.11890501382631,2.0847064079169
X3498,1.79123933398117,2.44446739451373,2.38794777830482,2.05423782975045,2.14107271557625,2.31245522261138,1.79085906398489,2.36196470481295,2.11666266082302,2.09020466094288
X20019,2.22214480629644,2.19191830170152,2.37793186894197,1.75508338243192,2.16632541054065,1.97791533233196,1.63031055529468,2.31419246603576,2.04694546737519,2.12895763277674
X20027,2.17976639966906,2.29729210984046,2.1888473640401,2.03220317285296,2.00590398373207,2.08370867450511,1.67132855603606,2.34232490216291,2.03487818197318,2.07479576675994
X20031,2.14897693264315,1.71640353921157,1.82854452627005,2.17682003559255,2.07755100574241,2.07155804844551,1.60341782803408,2.15536616629223,1.6327578760557,2.10363036885506
X20032,2.05558420514927,2.2801748488182,2.34637324411915,2.2242461830325,2.2264510697843,2.10883164037135,2.03193973472172,2.19794875949745,2.16455445105302,2.1765954752705
X20041,1.84634234699835,2.32489437991388,2.32672731024225,2.1097682528873,2.29255495895669,2.02900840356758,2.0385609516929,2.32699571460919,2.30318991005533,2.01990382896364
X20074,2.27634070201814,2.10897485815973,2.36125863622333,2.07294297163997,1.67556641887485,2.13689879975029,1.73944108821518,2.26918445032526,1.77694189587763,1.88740444146799
X22002,2.12388656509753,2.2686290570755,2.52632366724699,2.29275998430026,2.29961368272387,2.13128893252759,1.9549859816633,2.20266088491393,2.16631624266306,2.17813462935713
X22023,1.77789716323491,2.03388832045335,2.30663886534499,2.27507514042584,2.18443649052626,2.15170755060324,1.61814192239749,2.23399785351302,2.01654167721077,2.20898295365774
X22027,2.1253633102188,2.1595711686527,2.49033936582599,2.35574853756011,2.32362518960327,2.17908097309993,1.75481536263835,2.26381307916017,1.95217193168111,2.10607738692127
X22031,2.16154903928365,2.36033594242048,2.32455302139169,2.4067712193266,2.15073493161053,2.17944071097029,1.856858770599,2.34414057844405,1.79994256286936,2.31374261568992
X22046,1.94904238134722,2.27770923861592,2.28329931210975,1.86555191541822,2.13687165471733,1.83104428289096,1.74086960222466,2.3980143566167,1.99989090042176,1.95082519326898
X22048,2.05635713523246,2.17459489100509,2.48452074200183,2.19356789983268,1.72817871151086,2.08786719595268,1.74232409695663,2.38173078308296,1.96157819029823,1.90306825877559
X22057,2.20667753479477,1.76329140524853,2.19916158900613,2.20808978109467,2.13921639077698,1.96246661691387,1.55686590610595,2.33387540501568,1.62231465024778,2.00849318805477
X23026,1.51566994281208,2.01626875417005,2.46728224843426,2.09791730869396,2.09679509400729,1.94103686530232,1.59358694702729,2.47342684154705,2.30045582771681,2.17515732103572
X23036,2.14891396483017,2.31525054644484,2.45583479563466,2.24670127827212,2.17264154207537,2.13327491982146,2.01472433791281,2.26076259814021,2.15800430862728,2.08592795931461
X23043,2.11285818413938,2.04052528217584,2.42877094809377,2.08065954960693,2.27143905175488,2.05710134748238,1.72631742892884,2.23110520286702,1.99739192567897,2.1501830500764
X23052,2.19290414659064,2.28815041245759,2.51475990705529,2.24250169968703,2.22409476309172,2.16631051269688,2.10085683851344,2.26212553278654,2.14187511459251,2.15100843087233
X23053,1.81835920519145,2.27822272586664,2.42290623825676,1.83729513691507,2.19309271962336,2.170435602246,1.92994771021637,2.43785871705161,2.13276309026849,1.96776668803902
X23066,2.13544727755283,2.25224818323015,2.43195144888272,2.22426889404621,2.26760226729708,2.0921849978272,1.79040188145598,2.25752496358745,2.14822105707466,2.17284422154417
X23084,1.89683244354983,2.42622383935161,2.41440639276611,1.91348435520383,2.1570482076887,1.99798064134632,1.80555553108267,2.39322346780095,2.20124094536559,1.98103043396433
X23102,2.15985148960472,2.21854783438111,2.33161268620789,2.17705134804227,2.21436571393636,2.11344796285652,1.87832088388871,2.36857131570582,2.10994528567278,2.0157479967826
X23106,2.15375208260083,2.0944102002309,2.29866441717936,2.21218762603052,2.20288077308124,2.03780802004384,2.06191000849598,2.46682074807485,2.08066329503516,2.1712284766854
X23128,2.13124620529585,2.34143265961374,2.37495133493022,2.19113607999566,2.225558249693,2.03765423764823,2.18594565318259,2.43241439131615,2.25462938057289,2.1515807914565
X23139,1.77614485992905,2.44848554739814,2.43789452896222,2.08916288592153,2.31643770104017,2.06282804868466,1.92407637466148,2.22408719149279,1.98656252919186,2.1519296311031
X23143,2.0657241368046,2.29726798218101,2.35809737492421,2.06768267641375,2.10626359272304,2.02385483324008,1.90194631937392,2.34842137493632,2.06425302797021,1.9149751288315
X23162,1.79981526731288,2.42779205851724,2.38941028598584,2.1512876720827,1.86907692832124,2.23959949877439,2.22485055278463,2.37769720368902,2.18361910792883,2.09002162469253
X23165,1.69665360188385,2.26388272547645,2.43317905057745,1.99016897376018,2.27445410094622,2.26061035098229,1.77813203611315,2.21062768635902,2.37489924292456,2.12960457256017
X23177,2.10949657999919,2.28918572103093,2.45070505310332,2.30803521406582,2.35221204981198,2.17234997596467,1.83793988174979,2.27131112068892,2.07079678319605,2.08875676990792
X23182,1.84714056383073,2.39007019109344,2.31819856586573,2.11960291803996,1.96993075889892,2.09557322360707,1.87952306323152,2.391360330134,1.83295899247537,2.05757035138166
X23187,2.14563767259791,2.23295094450437,2.32085321019827,1.73491924005611,1.90262977805948,2.02892952096588,1.73236149061048,2.23580299024176,1.6680331823906,1.96093668307194
X23204,1.86197248492511,2.27632530302246,2.29611319537135,2.00811872583652,2.14196905772645,2.23609480172506,2.17654556612782,2.33167485321374,2.12209505793972,1.90859094118015
X23210,2.21066386420273,2.1977899730255,2.34221918223412,2.02948288258604,2.22543511401029,2.08824021953618,2.29202654721567,2.42381196959477,2.23498375287808,2.021438948091
X27006,2.25381177868265,2.14417652789188,2.41259846729718,2.31690112780337,2.00287092431843,2.0866976523196,1.70075284914552,2.26526217788232,1.66788416332248,1.92683799775371
X27098,1.82670181242562,2.0959335478536,2.44171640177903,2.11367507990855,2.04290592043864,2.06847032740247,1.56286189523115,2.29199016443241,1.9545328663462,2.03283068858601
X32013,1.95862892146309,1.99839280729775,2.50846040274174,2.3897283779501,2.21456338761271,1.89495063354386,1.67614844803952,2.11782536627802,1.76009334814904,2.25378237874586
X32022,2.18500691135365,2.22495322690516,2.29048518345114,2.1497287418286,2.17303661516618,2.17049152334933,1.8172176423607,2.36032272794194,1.73588376178017,1.97438792336865
X32032,2.1727030334461,2.21607577177151,2.31027743095437,2.01069015888928,2.20867982583762,2.26166309347346,2.30375540790832,2.34479172845643,2.13561509570453,2.01834110355577
X32034,2.18588047563556,1.9820643520819,2.47168715604022,2.25476365945355,1.9715904270537,2.00304229270893,1.6013896115745,2.28292509552575,1.62559665393299,1.96661013271046
X32048,2.07307884257286,2.23840810649495,2.15713611001539,2.03699713801533,2.17149984896422,2.26331917881921,1.80010455196355,2.34635697232272,2.19751675686984,1.98849744166249
X32054,1.58396419486064,2.21077458219808,2.3651466612474,2.27644130295484,2.159216905928,2.27447261432214,1.71644307491861,2.38378712838743,2.16900341339087,2.09040250029055
X32055,2.02315157416061,2.32314821535426,2.40156580088781,2.25996669423879,2.1325544919889,2.1808151200552,2.03195546431945,2.25535825619134,2.10809094996549,2.2375120290139
X32089,2.14061072108022,2.17972230220008,2.44281996699767,2.1493511594931,2.1910041594787,2.12098527568348,1.80199853727052,2.32877219803015,2.01139821922847,2.05183650459555
X32103,2.20542089556071,2.15836939736754,2.26573436919603,2.07843478507043,1.90195826152613,2.12665307952176,1.64750988911914,2.37465735163119,2.07346245249784,1.91714464635418
X32117,2.20580433241567,2.22618881235068,2.40879564726666,2.27368961070717,2.17111899475152,2.16208432775648,1.71711494289847,2.3089289282531,1.98655429919076,2.11830762465157
X34019,2.15146797393175,1.95444080220434,2.25547252087985,2.04441263063538,2.10547228296677,2.05432115010508,1.63252533495693,2.34635792949455,1.91172087126138,2.04663938544746
X34049,2.23070663362861,1.9982802920047,2.3986440832789,1.88893003864609,2.09532104239201,2.00728474167417,1.52725124144615,2.27994779180341,2.03429249060532,1.93848982930897
X34078,2.16896112465595,2.53282977151808,2.39162840420639,1.99411510801197,2.15249681708557,2.09891078007478,2.01158819925438,2.30906604617374,2.08888803275577,2.02785478318327
X34090,1.57851674259111,1.72473964999272,2.3366173694582,1.91324674681233,1.97211242292716,2.10287238296173,1.63687796685949,2.25954501534519,1.64759074791662,2.319343876809
X34102,1.78582690632493,2.2941697833927,2.20928269624369,2.34083225547755,1.97963639965237,2.13579824534716,1.85902551727992,2.32582298946122,1.86717610851281,2.14277777786241
X34103,2.18373398715372,2.16131756779766,2.39323716792621,2.20373334924905,1.92924781444613,2.1099258863486,1.59295887588623,2.36584342003272,1.7381899018853,2.06090071797457
X34113,2.19502549445827,2.26832589116227,2.48447072145172,1.95095028335532,2.03214944235074,2.07861995426931,1.61205249144157,2.19653878668,1.69940475107456,2.16345520083306
X34125,2.12991718938543,1.85634642669257,2.15186336093355,2.17361698700735,1.80434329308887,1.94684970753198,1.53217234493453,2.31729832065065,1.5687596575828,1.94534141592871
X34172,2.20436016944832,1.76895644524013,2.47296479550117,2.00034827897408,1.79633730824869,1.92238414143096,1.90799315711666,2.17068094711368,1.78400951576799,1.87358366603017
X34186,2.20049145748976,2.29746500769947,2.32722111861755,1.95076690731666,2.01593981621716,2.1327796814453,1.85030035294193,2.33661446983308,1.93825089168782,1.81808164766344
X34207,2.11141369158975,2.27575023743887,2.36090682991124,2.0925576482521,2.19375300283299,2.08256042290938,1.96469264835468,2.21680386814782,2.07218150124797,2.1570563042787
X41010,2.1035120095588,2.470396045007,2.09371789781739,1.68363402356061,2.02132104754196,2.0872546893931,1.87060453694015,2.27362682039847,2.41080790836091,2.05776453382946
X41023,2.16278494988925,2.3186218146311,2.46429484519616,2.13733537947373,2.17444485622401,2.02823113859355,1.99202189954315,2.15077683422188,1.98648708497973,2.0893968230158
X41079,2.033630560335,1.90336047247534,2.13941889523983,2.15839365487134,2.04280997379527,2.21759349306258,1.62326586410381,2.3104838157874,1.75530984638838,2.0484886556549
X41165,1.87353452167938,2.36643087424274,2.39952757622961,1.90293106779061,2.19208360738897,2.08242084913258,1.88737717749823,2.40330063745692,2.24120318450843,2.13590103077322
X41203,2.32971084067001,2.03601067826862,2.4990741484829,2.11177440527415,2.08018251708974,2.08133849133263,1.7080698418417,2.38571779095733,1.65106917940505,1.93105898586033
X41264,1.79039854358871,2.31610429536721,2.20133279371407,1.96855187953614,2.24540397301396,2.13603688035605,2.07219157406183,2.45256078395707,2.03330466692282,1.97626059348268
X41266,2.04836229665075,2.10378531294434,2.44861085488776,2.00539664445993,2.10903553747684,2.11181555225844,1.67180031754776,2.20709129633318,1.79907266252228,2.12737419543514
X41307,2.20483333496195,2.15243871855742,2.39670729470447,2.2056743329443,2.29936491377778,1.98444381305756,2.00370455108808,2.28942791570089,2.22041796366729,2.18191012974313
X41324,2.11801180295054,2.36614282081106,2.28361326049228,2.05459157295964,2.21281354660281,2.08938815965482,2.03988437193138,2.37804593532038,2.17012170128203,2.15293012562371
X41325,2.03880312405831,2.25734501978801,2.36951356841433,2.06305425047795,2.08342484777195,2.11131683354361,1.70262584185732,2.31985018975562,1.98432834247356,2.02871519181202
X41358,2.1865522748131,2.25779377278004,2.40930628251518,1.96942576263381,2.21446182535578,2.08479468799109,2.12861853578283,2.31492859752528,2.15127022179131,2.08404592521812
X44078,2.06376302354275,2.51655065512246,2.3504300486899,2.30349567828539,2.14255717599391,2.13170780008435,1.81037021003906,2.15481683544218,1.73495099415239,2.19989655996463
X44087,1.7314927000414,2.16588411109577,2.28296384924688,2.13883128369891,2.14151570064479,2.09759206971716,1.94569155373653,2.37282172402466,2.08838765560464,2.03707929908629
X44090,2.12477335167792,2.31242551681756,2.41573876298676,2.04558610963028,2.19464124340062,2.033082108389,2.1770660867282,2.34497577647815,2.09672998164237,2.0150883367035
X44102,2.0592554158575,2.37719893717294,2.23330253669536,2.09869499860172,1.84190268586298,2.16781407520878,1.66002075451016,2.2110540631982,1.66842543022082,2.16787929674175
X44110,2.07824958157756,2.38388670022859,2.23714803495975,1.82134901533357,2.16243182406064,2.04897202486364,2.1883004308868,2.3387067783481,2.06900097818228,1.92941629885663
X44192,2.2241391098771,2.36892698707671,2.40889006251488,1.86610598435671,2.24293805568613,2.02642439388937,1.53938662387851,2.24443783747009,1.9495321531006,2.26730086171941
X44196,2.21963925865667,2.16754627906642,2.46797409987659,2.34257858440036,2.2812398965496,2.09878082635528,1.66813314476334,2.26234938490764,1.89153692859111,2.16330578413259
X44219,2.19040470813765,1.73863291650148,2.34906306229046,1.96621405125246,2.04971917606253,2.10938740492593,1.67407330387959,2.18212898786866,1.70797741780377,2.20460505228083
X44242,1.65883931832867,2.11775318791081,2.38823512711014,2.20036630360847,2.17602363952608,2.01255760553891,1.63209723978816,2.34996760021248,2.17335870623424,2.05662956583309
X44262,2.11924742012897,2.28921409833557,2.49270780813707,2.24822499550638,2.34200674749572,2.14032730586622,1.89983629238011,2.25880142537989,2.1967989312062,2.13877474173474
X44286,2.11072458471882,2.19038457107135,2.40856181875542,2.15209238130283,1.71895935939815,2.04504417745425,1.67949555018954,2.23166143015712,1.61062920256615,1.96841779795288
X44303,1.87494799286067,2.28135226344603,2.21768276312745,1.88620867243777,2.20853042470519,2.01752225402014,2.02685135405811,2.34849205711489,2.03566074714142,2.07098463261701
X44306,2.18707210383138,2.1552491400788,2.31040444204618,1.9478254565395,2.00720547027236,2.12975197822082,1.50944960724463,2.31140409106224,2.40507037913821,2.13352126287199
X44377,2.13270501898182,2.16848782600711,2.27788863039626,2.23607770156945,2.06990748667185,1.99734850434959,1.70464081375702,2.21395713731764,1.67058381012736,2.02712667303136
X44417,2.07548999459121,2.09013540792323,2.37463036782101,1.85317750170119,1.92940903718295,2.12101165628846,1.89272182715409,2.21510160457735,2.01169655197872,2.08062209455299
X44428,2.13949541241356,1.77568089901536,2.3352400680158,2.56511088287714,1.78758075053164,1.98394059368042,1.66264118165789,2.09647440534715,1.66864788705003,2.11445751382496
X51005,2.09546620812724,2.28035482135242,2.40976095990425,2.0654541729439,2.24850581609555,2.00541145110865,2.04975909429455,2.31412920261179,2.11474956214775,2.1459020427551
X51053,2.17732567873944,2.23916914153929,2.39152868538594,2.12192735129179,2.09663291949241,2.02420759838738,1.91119151489016,2.39539305394917,2.12238129217109,1.93544702960569
X51062,1.88931258631234,2.24289453480433,2.33946460613764,2.18092354562567,2.24446645357916,2.12955820661037,1.74839605358672,2.22462571368416,2.41436525853437,2.10233986256437
X51068,2.01023346846723,2.24006267149445,2.50422958688783,2.27961938843929,2.31954938229175,2.15147262645242,1.85899746849373,2.24370731954919,2.09027514569872,2.02823903264485
X51080,1.83123015113654,2.42991353704952,2.40014818762432,2.04794700461194,2.15757897392986,2.14595701361178,2.04212251916614,2.18571751318007,2.068668722676,2.01240791034211
X51104,2.13970845246648,2.02075917309286,2.31951103758364,2.03739353549766,2.25063263403684,2.04258173938198,1.80863789055787,2.26968269716829,1.99493021876723,2.14160850289091
X51125,2.23373971063004,2.31431996921239,2.32049082428081,1.88802525290359,2.17804402317908,2.03973220917156,1.9907346371864,2.3165590015594,2.06718928843507,2.05497849648685
X51171,1.63605452660436,2.32719575100672,2.36078324389781,2.27664863214507,2.14405232583137,1.92520731669611,1.65613445794122,2.28988073328241,1.59712036192605,2.13601916189181
X51174,2.15488291017969,2.26120356696523,2.5225010411967,2.24052456575868,2.36023871753027,2.20618211630465,2.01590385287579,2.26807439030631,2.19175743750296,2.07458602270344
X60024,2.03904133319534,2.28104066965147,2.29283269255136,2.24479177176069,2.07429708160772,2.19448638746924,1.62698112643224,2.28784701916878,1.95047542658538,1.88651646575169
X60048,2.13442084687508,2.06239202110505,2.45904681459162,2.31830193384056,2.11939876239098,2.1976200546803,1.88890432861442,2.31192830889715,1.97386016830141,2.06701591230144
X60049,1.93317366906219,2.23481789862934,2.48077897598474,2.21135866331977,2.11173083603354,1.992399709681,2.1496366901421,2.1720503487875,2.08213416331832,1.96197611183139
X60065,2.12935607351098,1.970845240956,2.33072152492307,2.18440948028938,2.02753621793526,2.08779902045901,1.66679319578286,2.35144668318401,1.92610386460959,2.19512904991816
X60066,2.06611184469564,1.92926669773217,2.40789780750942,2.16223392706078,2.19113496209829,2.04958138153456,1.82282684174292,2.26425582238776,1.84022894706249,2.11456372308385
X60102,2.10918479292903,2.2139669713358,2.26338885954113,2.31008291395138,2.16899655587966,2.02662340109449,1.69054774283728,2.29726798218101,2.03426895119315,2.0782095330688
X60107,2.24476634353345,2.3773103031886,2.40723245441783,2.06083195243066,2.00615822940067,2.23463596233437,1.95627906272894,2.27805056790719,2.17036141636469,1.91276988388219
X60111,2.22878138224044,2.25758458898307,2.42383500098656,2.16657062007572,2.34164329294277,2.11374030612275,2.04358117622876,2.25716190419605,2.35076935935875,2.15513210016864
X60120,2.10225433974499,2.27419899286851,2.43675927898264,2.26054673400238,2.28594338472548,2.12350388060904,1.69790106841578,2.25614735968815,2.12853285097671,2.18225982861085
X60135,2.25859036233185,2.18320340517396,2.43375194228807,1.96947041346433,1.91854335688903,2.06550107330536,1.80889022961114,2.28942791570089,2.12398221334162,2.19317751010724
X60169,2.28935090618308,2.26296237904927,2.22689016999197,2.06211479685556,2.16181499259833,2.16572817694095,1.9581689872284,2.37724626924502,2.0523529359891,2.12710368892495
X60170,2.22585306563226,2.05321049630837,2.47714997777162,2.24908515523249,2.11411346321111,2.22050698195844,1.66322130395484,2.41241659886281,2.03080917755932,2.18883840033414
X60174,2.11128656348016,1.91907764137887,2.28561084206772,2.03837863272536,2.08121871157752,1.7184931940301,1.64452702534638,2.20363840911646,2.05777475291385,2.1552526163023
X60175,2.16005101179012,2.07882134940036,2.0680569828132,2.31577373919605,2.24409438027325,2.14145226124232,1.66509208435814,2.22305150569673,1.68770365762917,2.03403483465829
X60180,2.1555596350427,2.29740369269361,2.47815390121529,2.36542654993242,2.24358958095737,2.04858148066821,1.89728997043752,2.29860417966281,2.21047309355451,2.09872565221649
X60181,2.05074624151304,2.28184244401589,2.34205000709708,2.035522307745,2.21391780027788,2.09568514708597,1.70542967808783,2.39811797527106,2.23610548917383,2.19119644459788
X60228,2.10985556064356,1.92437857084165,2.28994251128369,1.94097226345426,2.23479970648931,2.21901977152871,1.77988592351554,2.25955858698964,2.16724291903699,2.23768490646343
X60258,2.09349359746102,2.13415105663535,2.2588724662859,2.03434741374563,2.08979525650928,2.08839261106128,1.94268925324924,2.31974501573429,1.95308718951777,2.09602330127151
X60267,2.19562218307689,2.20331598697254,2.4863855556674,2.20260010327306,2.26226505580546,2.0664348198186,1.62295810137855,2.22119172358748,2.17275768926815,2.14676368494399
X60318,2.15731189149172,2.12844596860765,2.23398071746134,2.06551755128855,2.043956840933,2.1134395053744,1.76305988108966,2.32830644454368,1.82385550304801,2.02682895635795
X70005,1.92625248268036,2.28848414021492,2.4223359689598,2.31602931310147,2.26858767465434,2.07185533907196,1.77869449289862,2.26896625997037,2.106454630613,2.04877226058482
X70039,2.06021794671208,2.42178667758952,2.37539307767294,2.06350269037833,2.03656013636147,2.04774058416113,1.77566734947656,2.25547461735767,2.18021065797696,2.02257220370049
X70049,1.71723346099148,1.92287837080146,2.43575754620752,1.74551132139567,2.16899084125107,2.07574346220518,1.61467020011176,2.34291576683606,2.43169484957782,2.13965902180181
X70054,2.13046967591554,1.81417632351206,2.43425262470849,2.23850619954482,1.92643312588721,2.16832086047938,1.67553646608792,2.35674083666189,1.63229273977021,1.76573713962241
X70055,2.19250903216416,2.25828100133751,2.44807148894083,2.25019224695266,2.24083840439607,2.1813977693191,1.60086325490833,2.33899995033608,2.00137729223314,2.20689764203191
X70056,2.20958783631962,2.25153597931827,2.3988511794104,2.31751508394204,2.31283339925011,2.12922050254294,1.69816831105905,2.27071045126506,1.9752067810109,2.10610781507584
X70057,2.09108721680266,2.08554040574166,2.46463336174843,2.42938160715308,2.27660244867043,2.02059214010213,1.71529410522372,2.21794834887619,2.2461163236476,2.2860765741602
X70070,2.18355265215596,2.15896526855228,2.46339866920314,2.29822761295259,2.20559059552276,2.2150175613791,1.63944903954579,2.2688018101864,1.97983803371761,2.14298073553118
X70088,2.1169323941018,2.36342616197234,2.57626052889692,2.21777202522388,2.1087090393604,1.92116507080293,1.70576030704885,2.17110644918116,1.6962502696206,2.04178640237602
X70100,1.78972406586598,2.34850351861904,2.46197402916941,2.00162323319503,2.08627936042148,2.10829256923612,1.87700553897933,2.29849674708544,1.99922069314016,2.02657727712247
X70103,1.93230516236135,2.2514012662989,2.3424248452723,2.25513807639793,2.22534545305287,2.12083417335574,1.95490386974471,2.3204230464839,2.06501675285326,2.12643008390264
X70107,2.05647353485167,2.31972338979811,2.41472110306089,2.13683152592751,2.2539682138099,2.08239592319377,2.22981653112206,2.35245943113918,2.21858590208616,2.16056174556885
X70118,2.19305813196679,2.14143933790765,2.45193311564667,2.36267875034438,2.26098988295303,2.21513434676862,2.00185155279753,2.35835181666008,2.33765199871419,2.11990427167232
X70125,2.13898086889473,2.41665011428202,2.43701895327211,2.10901490692214,2.12864828573448,2.03391186882694,1.96644360167058,2.22599234403003,2.00710872377632,1.99707572100099
X70135,2.06357508249981,1.91737692073301,2.30866059967022,2.02522687898505,2.27790400533726,1.92142715735009,1.71637298782188,2.10535657753805,1.78436049755497,2.15640258281596
X70144,2.15541135096722,2.34849874300828,2.4516566099703,2.19784549563766,2.2185336945787,2.05296922134872,1.97385183309265,2.2894491936009,2.26755152151531,2.11783859841359
X70148,2.22409043647078,2.16433860174255,2.33519167322269,2.21451970618572,1.88900262810886,2.14640368596867,1.72359839455933,2.39298962338863,2.18596700352429,2.09769885795067
X86058,2.23155944252545,2.31881861350132,2.29090818245965,2.23269038640461,2.09367230236855,2.01585989592429,2.04657350746508,2.30601221370144,2.10121648738259,2.07930028170312
X92004,1.88473055183994,2.4356787648328,2.55549014445179,1.97261050088527,2.35650682999779,2.14066598356824,1.93878338532487,2.38268379909964,2.21146273202273,2.0024714005023
X92071,1.99560194744675,2.39856686541138,2.36080399986798,2.11770747225018,2.19621406694253,2.0648189000627,1.96489030936669,2.35710926247916,2.12882081800291,2.0180420885091
X93031,1.92066266826834,2.32349299160573,2.40292623263412,2.04657867452251,2.18738746229612,1.97202057140925,1.63687018336517,2.33708603166811,2.05399295591374,2.06970807480997
X93075,2.05496440587268,2.08485560913117,2.31530090331213,2.08115632060572,1.7747150346188,1.96461553594789,1.66967281125957,2.13414513936705,2.00870652854499,2.12553402275303
